actorid,address,amount,city,country,lastupdateactor,replacementcost,lastnameactor,customerid,inventoryid,length,rentduration,custompayment,districtaddess,lastnamecustom,countrycustomer
57,6617 Parturient Street,2.99,Gulbarga,,50:12.3,27.99,WILSON,345,60,143,6,7,Sumy,GARRETT,
72,Ap #952-3015 Nam Rd.,3.99,Hagonoy,,40:19.6,19.99,WINSLET,346,60,50,4,7,Caraga,GARZA,
75,Ap #592-9662 Orci Av.,5.99,Haining,,48:55.8,20.99,WINSLET,350,61,153,5,7,Ontario,GAVIN,
102,729-7812 A Rd.,7.99,Haiphong,,47:21.2,22.99,WITHERSPOON,351,61,104,6,7,Tabora,GEARY,
112,Ap #168-3356 Phasellus Rd.,6.99,Haldia,,50:50.3,16.99,WOOD,352,61,112,3,7,Rostov-na-Donu,GEORGE,
126,474 Sit Ave,5.99,Halifax,,55:39.0,29.99,WOOD,353,61,69,7,7,Uttar Pradesh,GIBSON,
157,Ap #175-1275 Eget Av.,4.99,Halisahar,,57:54.8,27.99,WRAY,357,62,112,4,7,Nyanza,GILBERT,
178,8979 Placerat Ave,4.99,Halle/Saale,,37:06.3,22.99,ZELLWEGER,362,62,184,6,7,Tokyo-to,GILLETTE,
7,"P.O. Box 481, 6487 Dapibus Av.",3.99,Hami,,52:15.8,29.99,ZELLWEGER,364,62,56,4,7,Nordrhein-Westfalen,GILLILAND,
35,Ap #717-6036 Volutpat. Avenue,7.99,Hamilton,,40:38.4,27.99,ZELLWEGER,366,62,133,7,7,Baden-Wrttemberg,GILMAN,
95,"P.O. Box 704, 3599 Ornare, Av.",8.99,Hanoi,,,18.99,,367,62,176,7,7,Jiangsu,GOMEZ,
113,Ap #688-9857 In Rd.,2.99,Hidalgo,,,26.99,,368,63,161,5,7,Ondo & Ekiti,GONZALES,
118,700-4040 At Ave,2.99,Higashiosaka,,,9.99,,371,63,84,5,7,Haiphong,GONZALEZ,
135,850-5131 Penatibus Avenue,2.99,Hino,,,25.99,,373,63,106,4,7,Ahal,GOOCH,
139,"P.O. Box 898, 479 Tristique Rd.",0.99,Hiroshima,,,22.99,,376,63,58,3,7,Nordrhein-Westfalen,GOODEN,
184,Ap #221-4139 Sed Avenue,5.99,Hodeida,,,25.99,,377,63,144,6,7,Maharashtra,GORDON,
47,482-1320 Vel Rd.,6.99,Hohhot,,,26.99,,378,64,121,7,8,Sulawesi Utara,GRAF,
73,Ap #319-7805 Faucibus St.,2.99,Hoshiarpur,,,16.99,,379,64,89,7,8,Usak,GRAHAM,
96,Ap #108-7278 Est St.,5.99,Hsichuh,,,24.99,,380,65,99,6,8,Alto Paran,GRANT,
116,Ap #285-5259 Commodo Ave,4.99,Huaian,,,13.99,,383,65,130,3,8,Santa Catarina,GRAVES,
127,"P.O. Box 309, 4652 Turpis. Rd.",5.99,Hubli-Dharwad,,,20.99,,385,65,165,7,8,Kitaa,GRAY,
12,802-4216 Blandit Street,0.99,Huejutla de Reyes,,,14.99,,386,65,185,7,8,West Bengali,GRECO,
64,874 Lacus. Avenue,2.99,Huixquilucan,,,19.99,,389,66,104,4,8,Rajasthan,GREEN,
112,Ap #575-7125 Justo Avenue,3.99,Hunuco,,,13.99,,390,66,59,3,8,Aden,GREENE,
130,107-8514 Suspendisse Street,3.99,Ibirit,,,27.99,,391,66,57,4,8,Jilin,GREGORY,
46,1201 Est. Ave,2.99,Idfu,,,16.99,,393,66,113,3,8,Washington,GRESHAM,
166,Ap #662-5734 Nunc Avenue,2.99,Ife,,,20.99,,396,67,120,6,8,Taizz,GREY,
190,"P.O. Box 932, 1467 Dolor. Av.",4.99,Ikerre,,,22.99,,397,67,122,7,8,California,GRIFFIN,
65,"Ap #303-6897 Sed, Ave",0.99,Iligan,,,20.99,,398,68,51,6,8,Haskovo,GRIGSBY,
84,"P.O. Box 470, 219 A, Street",1.99,Ilorin,,,13.99,,399,68,106,7,8,Gois,GRISSOM,
104,"9278 Erat, St.",2.99,Imus,,,9.99,,402,69,100,4,8,Uttar Pradesh,GRUBER,
118,9601 Dictum Avenue,0.99,Inegl,,,27.99,,403,69,64,4,8,Kabol,GUAJARDO,
145,"P.O. Box 216, 5688 Euismod Rd.",2.99,Ipoh,,,24.99,,405,70,76,7,8,Buenos Aires,GUILLEN,
177,"P.O. Box 516, 6163 Orci, Ave",9.99,Isesaki,,,29.99,,406,70,81,7,8,Zanzibar West,GUNDERSON,
191,5905 At Road,2.99,Ivanovo,,,19.99,,407,70,76,3,8,Sisilia,GUTIERREZ,
3,7837 Arcu. Street,2.99,Iwaki,,,20.99,,408,71,56,4,8,Jaroslavl,HALE,
77,1453 Ante St.,0.99,Iwakuni,,,17.99,,411,71,88,4,8,Punjab,HALL,
79,183-4259 Odio Rd.,7.99,Iwatsuki,,,16.99,,414,71,143,4,8,Rajasthan,HAMILTON,
96,"P.O. Box 777, 7708 Sodales St.",2.99,Izumisano,,,12.99,,415,71,87,6,8,Tamil Nadu,HANNON,
104,3365 Sed Av.,4.99,Jaffna,,,20.99,,417,71,107,7,8,Asuncin,HANSEN,
181,991-2733 Enim. Rd.,4.99,Jaipur,,,27.99,,419,72,63,7,9,Saarland,HANSON,
183,"P.O. Box 291, 4793 Pede, Road",0.99,Jakarta,,,29.99,,420,72,147,7,9,Phnom Penh,HARDER,
118,141-1518 Aenean St.,4.99,Jalib al-Shuyukh,,,17.99,,421,72,141,3,9,Gois,HARDISON,
135,659-4463 Lorem St.,7.99,Jamalpur,,,27.99,,422,72,94,6,9,Botosani,HARKINS,
162,"P.O. Box 486, 2466 Auctor St.",4.99,Jaroslavl,,,13.99,,426,72,68,6,9,West Bengali,HARPER,
3,"P.O. Box 830, 1050 Sit St.",2.99,Jastrzebie-Zdrj,,,19.99,,430,73,100,4,9,Kaduna,HARRIS,
23,Ap #817-3361 Eu Road,0.99,Jedda,,,21.99,,432,73,47,3,9,Qina,HARRISON,
43,Ap #128-6403 Purus Road,1.99,Jelets,,,29.99,,433,73,57,4,9,Hawalli,HART,
62,Ap #494-4053 Eleifend Road,2.99,Jhansi,,,16.99,,434,74,122,5,9,Valle,HARVEY,
105,Ap #170-1965 Ultricies Rd.,4.99,Jinchang,,,10.99,,436,74,120,7,9,Southern Tagalog,HAUSER,
117,"P.O. Box 331, 8741 Massa Road",5.99,Jining,,,20.99,,438,75,125,4,9,Chollanam,HAVENS,
194,"P.O. Box 526, 649 Enim Street",0.99,Jinzhou,,,13.99,,440,75,68,4,9,Karnataka,HAWKINS,
28,924-6096 Enim Av.,2.99,Jodhpur,,,22.99,,441,75,49,3,9,West Java,HAWKS,
34,"P.O. Box 489, 9638 Arcu. Avenue",4.99,Johannesburg,,,26.99,,442,76,139,5,9,Fukushima,HAYES,
123,395-626 Orci Rd.,0.99,Joliet,,,28.99,,445,76,177,4,9,Hubei,HEATON,
126,Ap #368-2206 Dignissim St.,4.99,Jos Azueta,,,16.99,,447,76,154,5,9,Hebei,HENDERSON,
130,Ap #134-5825 Fermentum Street,5.99,Juazeiro do Norte,,,19.99,,448,76,47,3,9,Tucumn,HENNING,
141,6039 Molestie Rd.,0.99,Juiz de Fora,,,20.99,,450,77,177,6,9,Central Visayas,HENRY,
160,"7918 Nec, Av.",2.99,Junan,,,26.99,,451,77,176,7,9,Kyonggi,HERNANDEZ,
161,996-6177 In Ave,2.99,Jurez,,,26.99,,452,78,170,4,9,Paran,HERRERA,
189,Ap #182-526 Nunc Road,4.99,Kabul,,,19.99,,453,78,133,6,9,Mxico,HERRMANN,
18,"P.O. Box 648, 5589 Commodo Road",7.99,Kaduna,,,18.99,,458,78,135,6,9,Florida,HERZOG,
74,5295 Pharetra. Avenue,4.99,Kakamigahara,,,18.99,,459,78,61,5,9,Tianjin,HIATT,
106,Ap #826-9539 Luctus Road,4.99,Kaliningrad,,,11.99,,460,79,159,4,10,Oyo & Osun,HICKS,
193,Ap #148-5130 A Rd.,4.99,Kalisz,,,21.99,,461,79,175,6,10,Anhalt Sachsen,HIDALGO,
13,122 Adipiscing Av.,4.99,Kamakura,,,20.99,,464,79,178,6,10,England,HILL,
68,Ap #697-2126 Dolor Ave,3.99,Kamarhati,,,14.99,,465,79,110,3,10,Miyazaki,HITE,
73,"P.O. Box 178, 1834 Phasellus Ave",0.99,Kamjanets-Podilskyi,,,11.99,,466,79,96,6,10,Minas Gerais,HOFFMAN,
163,Ap #154-6089 Lacinia Ave,0.99,Kamyin,,,15.99,,468,80,116,4,10,Central Luzon,HOLLAND,
59,9217 Felis Rd.,3.99,Kanazawa,,,9.99,,470,80,132,3,10,Sagaing,HOLM,
65,2283 Leo Rd.,4.99,Kanchrapara,,,13.99,,471,80,171,5,10,Sofala,HOLMES,
84,801-7502 Ornare. Road,1.99,Kansas City,,,17.99,,472,81,119,5,10,Santiago,HOLT,
2,3622 Sed Rd.,7.99,Karnal,,,14.99,,476,81,154,6,10,West Bengali,HOPKINS,
8,"P.O. Box 587, 5640 Quisque Road",2.99,Katihar,,,13.99,,477,82,101,6,10,Shanxi,HORTON,
89,Ap #954-1420 Etiam Av.,0.99,Kermanshah,,,28.99,,478,82,168,5,10,Cagayan Valley,HOULE,
95,"P.O. Box 954, 1846 Lacinia Ave",2.99,Kilis,,,27.99,,479,82,141,4,10,Manab,HOWARD,
127,"P.O. Box 935, 4308 Venenatis Av.",2.99,Kimberley,,,14.99,,480,83,140,4,10,National Capital Reg,HOWELL,
143,Ap #459-4283 Risus St.,6.99,Kimchon,,,27.99,,481,83,96,6,10,Osaka,HOWLAND,
153,Ap #133-8984 Nibh St.,4.99,Kingstown,,,22.99,,482,84,98,3,10,Severn Morava,HUDSON,
158,923-9160 Libero. Road,4.99,Kirovo-Tepetsk,,,29.99,,484,84,85,7,10,Salzburg,HUEY,
58,Ap #523-6427 Sed Ave,8.99,Kisumu,,,12.99,,485,85,148,5,10,Hunan,HUGHES,
87,"128-7664 Iaculis, Av.",2.99,Kitwe,,,9.99,,486,85,153,5,10,Kerala,HUNT,
91,"Ap #633-7414 Urna, Av.",0.99,Klerksdorp,,,14.99,,489,85,107,6,10,California,HUNTER,
109,"6728 Odio, Rd.",2.99,Kolpino,,,20.99,,490,85,67,4,10,Wielkopolskie,HURTADO,
116,"P.O. Box 200, 8510 A, Street",2.99,Konotop,,,11.99,,493,85,85,3,10,Tamil Nadu,IRBY,
127,"Ap #601-2795 Nec, St.",4.99,Koriyama,,,28.99,,498,86,115,6,10,Shandong,ISBELL,
131,"P.O. Box 414, 1848 Nec Rd.",2.99,Korla,,,24.99,,500,86,126,4,10,Guanajuato,ISOM,
83,"P.O. Box 442, 3140 Tempor Avenue",5.99,Korolev,,,19.99,,501,86,155,4,10,Haryana,JACKSON,
115,8582 Et St.,6.99,Kowloon and New Kowloon,,,11.99,,502,86,152,7,11,Illinois,JACOBS,
118,Ap #698-9588 Pellentesque Road,6.99,Kragujevac,,,26.99,,503,87,177,7,11,Michigan,JAMES,
119,7948 Molestie Road,7.99,Ktahya,,,9.99,,504,87,143,6,11,Oyo & Osun,JENKINS,
130,Ap #697-515 Mauris. St.,0.99,Kuching,,,20.99,,505,87,92,5,11,Bursa,JENNINGS,
171,142-6964 Scelerisque St.,2.99,Kumbakonam,,,10.99,,509,87,85,6,11,East Azerbaidzan,JENSEN,
173,9760 Massa. Road,4.99,Kurashiki,,,23.99,,511,87,77,5,11,Ondo & Ekiti,JIMENEZ,
200,723-9310 Varius. Av.,5.99,Kurgan,,,18.99,,512,88,51,3,11,Fujian,JOHNSON,
70,2020 Fusce Rd.,6.99,Kursk,,,16.99,,515,88,158,7,11,Ponce,JOHNSTON,
46,8488 Risus. Road,4.99,Kuwana,,,19.99,,518,88,176,5,11,Xinxiang,JONES,
53,"6620 Et, St.",4.99,La Paz,,,20.99,,523,88,167,7,11,Edo & Delta,JORDAN,
73,405-8463 Cum Av.,2.99,La Plata,,,25.99,,524,88,66,5,11,Shiga,JORDON,
133,"P.O. Box 762, 2617 Velit. Rd.",1.99,La Romana,,,29.99,,527,89,163,4,11,Oyo & Osun,JOY,
187,"P.O. Box 590, 5231 Eros St.",0.99,Laiwu,,,10.99,,528,89,174,5,11,Tamil Nadu,JUNG,
188,"P.O. Box 945, 4086 Ut Avenue",9.99,Lancaster,,,20.99,,533,89,51,3,11,Guanajuato,KAHN,
35,Ap #635-1179 Arcu Ave,6.99,Laohekou,,,17.99,,534,90,167,6,11,Kowloon and New Kowl,KELLEY,
71,6537 Odio Road,4.99,Lapu-Lapu,,,26.99,,535,90,138,5,11,Gurico,KELLY,
83,112-9351 Eu Rd.,6.99,Laredo,,,14.99,,539,91,97,3,11,Virginia,KENNEDY,
95,Ap #303-279 Ornare Av.,0.99,Lausanne,,,23.99,,540,91,178,5,11,Sharja,KENYON,
115,Ap #542-6087 Felis Rd.,5.99,Le Mans,,,29.99,,543,91,122,6,11,Baskimaa,KIM,
138,Ap #129-2290 Nam St.,0.99,Lengshuijiang,,,13.99,,546,91,172,4,11,Ohio,KINDER,
177,2858 Mauris Road,4.99,Leshan,,,9.99,,547,92,144,4,11,Pietari,KING,
6,539-9635 Risus. Rd.,0.99,Lethbridge,,,21.99,,548,92,102,5,11,Punjab,KNIGHT,
30,,2.99,Lhokseumawe,,,24.99,,549,92,155,4,11,Maharashtra,KNOTT,
47,,0.99,Liaocheng,,,29.99,,553,93,131,5,11,Pohjois-Pohjanmaa,KOWALSKI,
70,,4.99,Liepaja,,,27.99,,554,93,58,6,12,Hiroshima,KRAUS,
102,,4.99,Lilongwe,,,28.99,,555,94,130,3,12,Maharashtra,KRUGER,
149,,5.99,Lima,,,24.99,,557,94,91,6,12,Kaliningrad,LAMBERT,
156,,5.99,Lincoln,,,12.99,,558,94,104,3,12,Liaoning,LANCE,
5,,5.99,Linz,,,9.99,,560,94,77,6,12,Sanaa,LANE,
20,,4.99,Lipetsk,,,13.99,,562,95,142,3,12,Callao,LARSON,
59,,2.99,Livorno,,,29.99,,566,95,98,6,12,Texas,LARUE,
62,,0.99,Ljubertsy,,,20.99,,572,95,158,5,12,Kedah,LAWRENCE,
96,,3.99,Loja,,,14.99,,573,95,72,4,12,Rio de Janeiro,LAWSON,
190,,0.99,London,,,20.99,,580,95,75,4,12,Missouri,LAWTON,
66,,0.99,London,,,11.99,,581,96,118,5,12,Lombardia,LEE,
118,,0.99,Lublin,,,13.99,,583,96,91,3,12,Minas Gerais,LEONE,
166,,3.99,Lubumbashi,,,10.99,,585,97,156,4,12,Kursk,LEWIS,
173,,2.99,Lungtan,,,18.99,,586,97,173,5,12,Tabuk,LINTON,
177,,0.99,Luzinia,,,25.99,,587,97,148,4,12,Hubei,LITTLE,
4,,0.99,Madiun,,,14.99,,588,97,103,7,12,So Paulo,LOMBARDI,
22,,0.99,Mahajanga,,,22.99,,589,98,125,4,12,Tel Aviv,LONG,
33,,4.99,Maikop,,,28.99,,591,98,80,4,12,Maharashtra,LOPEZ,
43,,5.99,Malm,,,21.99,,592,98,123,3,12,Streymoyar,LOVELACE,
129,,5.99,Manchester,,,29.99,,594,98,100,5,12,Kujawsko-Pomorskie,LOWE,
136,,5.99,Mandaluyong,,,22.99,,595,99,179,7,12,Mxico,LUCAS,
137,,10.99,Mandi Bahauddin,,,11.99,,596,99,148,3,12,Tutuila,LUMPKIN,
168,,0.99,Mannheim,,,29.99,,597,99,145,6,12,Central,LYMAN,
67,,4.99,Maracabo,,,18.99,,598,99,69,6,12,Buenos Aires,LYNCH,
120,,0.99,Mardan,,,24.99,,4,100,158,3,12,Morelos,MACKENZIE,
130,,2.99,Maring,,,28.99,,6,100,131,7,12,Henan,MADRIGAL,
139,,4.99,Masqat,,,15.99,,8,100,63,4,12,Distrito Federal,MAHAN,
148,,0.99,Matamoros,,,22.99,,9,100,112,7,12,St George,MAHON,
172,,2.99,Matsue,,,25.99,,11,101,90,6,13,Adana,MALCOLM,
28,,4.99,Meixian,,,16.99,,13,101,159,7,13,West Java,MARK,
44,,2.99,Memphis,,,16.99,,14,102,126,7,13,Dhaka,MARKHAM,
53,,8.99,Merlo,,,21.99,,16,102,65,6,13,Illinois,MARLOW,
83,,2.99,Mexicali,,,23.99,,18,102,133,5,13,Santa F,MARSHALL,
96,,8.99,Miraj,,,22.99,,20,102,99,5,13,Dhaka,MARTEL,
126,,2.99,Mit Ghamr,,,11.99,,23,102,73,6,13,Baki,MARTIN,
161,,0.99,Miyakonojo,,,23.99,,24,103,51,6,13,Sumqayit,MARTINEZ,
81,,2.99,Mogiljov,,,17.99,,26,103,111,5,13,Sousse,MARTINO,
104,,2.99,Molodetno,,,14.99,,27,103,183,6,13,Uttar Pradesh,MASON,
152,,2.99,Monclova,,,13.99,,29,103,82,5,13,Hiroshima,MATTHEWS,
6,,11.99,Monywa,,,28.99,,31,103,83,7,13,Western Cape,MATTOX,
41,,9.99,Moscow,,,14.99,,33,104,94,6,13,Henan,MAULDIN,
76,,0.99,Mosul,,,28.99,,34,104,178,3,13,Hanoi,MAY,
94,,0.99,Mukateve,,,17.99,,35,104,161,3,13,Gelderland,MCADAMS,
101,,7.99,Munger (Monghyr),,,13.99,,36,105,128,4,13,Roraima,MCALISTER,
111,,4.99,Mwanza,,,17.99,,40,105,119,7,13,Baja California,MCCARTER,
136,,4.99,Mwene-Ditu,,,9.99,,42,105,86,7,13,Tongatapu,MCCARTNEY,
138,,0.99,Myingyan,,,27.99,,43,105,185,4,13,Central,MCCOY,
166,,5.99,Mysore,,,21.99,,46,106,80,3,13,Adygea,MCCRARY,
174,,7.99,Naala-Porto,,,10.99,,49,106,106,4,13,Daugavpils,MCCURDY,
4,,4.99,Nabereznyje Telny,,,22.99,,55,106,176,4,13,Taipei,MCDONALD,
107,,0.99,Nador,,,22.99,,57,107,125,6,13,Southern Tagalog,MCDUFFIE,
110,,0.99,Nagaon,,,18.99,,61,107,85,6,13,Tuvassia,MCKINNEY,
125,,9.99,Nagareyama,,,18.99,,64,108,101,7,13,Krasnojarsk,MCWHORTER,
190,,7.99,Najafabad,,,10.99,,65,108,102,5,13,Nord-Ouest,MEADOR,
20,,4.99,Naju,,,13.99,,66,108,114,7,13,Hidalgo,MEDINA,
51,,0.99,Nakhon Sawan,,,29.99,,69,108,163,5,14,So Paulo,MEEHAN,
56,,9.99,Nam Dinh,,,20.99,,70,109,173,6,14,Shimane,MEEK,
120,,5.99,Namibe,,,24.99,,72,109,103,4,14,Madhya Pradesh,MENA,
150,,2.99,Nantou,,,25.99,,73,109,89,5,14,Bratislava,MENARD,
167,,0.99,Nanyang,,,13.99,,75,109,115,7,14,Jharkhand,MENDOZA,
197,,4.99,NDjamna,,,12.99,,76,110,54,3,14,Buenos Aires,MEYER,
30,,2.99,Newcastle,,,14.99,,77,110,73,3,14,Arecibo,MILAM,
119,,0.99,Nezahualcyotl,,,21.99,,84,110,154,4,14,Centre,MILES,
124,,0.99,Nha Trang,,,29.99,,85,110,93,3,14,Par,MILLARD,
153,,7.99,Niznekamsk,,,20.99,,86,111,153,6,14,Central,MILLER,
158,,4.99,Novi Sad,,,20.99,,88,111,84,7,14,Jalisco,MILLS,
196,,7.99,Novoterkassk,,,22.99,,90,112,56,4,14,Okinawa,MILNER,
32,,6.99,Nukualofa,,,26.99,,91,112,108,4,14,Balikesir,MITCHELL,
45,,0.99,Nuuk,,,17.99,,92,113,129,5,14,Andhra Pradesh,MOELLER,
95,,3.99,Nyeri,,,26.99,,95,113,140,5,14,Esfahan,MONTGOMERY,
135,,4.99,Ocumare del Tuy,,,14.99,,97,113,156,7,14,Chihuahua,MOORE,
179,,4.99,Ogbomosho,,,29.99,,99,114,117,3,14,Karnataka,MORALES,
45,,2.99,Okara,,,17.99,,109,114,85,4,14,Southern Tagalog,MORENO,
76,,2.99,Okayama,,,20.99,,110,115,155,4,14,East Java,MORGAN,
96,,6.99,Okinawa,,,20.99,,112,115,135,7,14,Southern Tagalog,MORRELL,
98,,4.99,Olomouc,,,24.99,,113,115,93,5,14,Pernambuco,MORRIS,
101,,3.99,Omdurman,,,14.99,,114,115,166,7,14,East Kasai,MORRISON,
131,,2.99,Omiya,,,11.99,,120,116,176,7,14,Kurgan,MORRISSEY,
158,,4.99,Ondo,,,25.99,,123,116,150,7,14,Kermanshah,MOTLEY,
7,,6.99,Onomichi,,,21.99,,127,116,137,3,14,Guangdong,MURPHY,
47,,0.99,Oshawa,,,13.99,,131,117,111,6,14,Gujarat,MURRAY,
67,,0.99,Osmaniye,,,19.99,,132,117,49,5,14,Slaskie,MURRELL,
123,,4.99,ostka,,,26.99,,135,117,139,6,14,,MYERS,
141,,2.99,Otsu,,,12.99,,136,117,53,3,15,New Hampshire,NEAL,
144,,5.99,Oulu,,,27.99,,137,118,100,7,15,Namibe,NELSON,
155,,0.99,Ourense (Orense),,,16.99,,147,118,70,5,15,Jiangsu,NETTLES,
175,,7.99,Owo,,,9.99,,150,118,127,3,15,Ibaragi,NEUMANN,
194,,5.99,Oyo,,,20.99,,151,118,84,4,15,Hmelnytskyi,NEWSOM,
199,,2.99,Ozamis,,,25.99,,153,118,146,6,15,Shaba,NGO,
58,,2.99,Paarl,,,13.99,,154,119,51,5,15,Southern Tagalog,NGUYEN,
76,,4.99,Pachuca de Soto,,,19.99,,157,119,47,6,15,Sichuan,NICHOLS,
114,,0.99,Pak Kret,,,21.99,,160,119,146,7,15,Nakhon Sawan,NOE,
166,,6.99,Palghat (Palakkad),,,28.99,,162,119,108,4,15,Osaka,NOLAND,
30,,4.99,Pangkal Pinang,,,18.99,,164,119,62,5,15,Addis Abeba,NOLEN,
41,,2.99,Papeete,,,26.99,,165,120,107,5,15,Moskova,OBRIEN,
80,,2.99,Parbhani,,,21.99,,167,120,47,5,15,Asturia,OCAMPO,
192,,2.99,Pathankot,,,23.99,,169,120,100,6,15,al-Qadarif,OGLESBY,
6,,2.99,Patiala,,,15.99,,171,120,72,7,15,Saitama,OLIVARES,
104,,2.99,Patras,,,10.99,,174,121,168,6,15,Krasnojarsk,OLIVER,
39,,7.99,Pavlodar,,,15.99,,177,121,52,3,15,Rio Grande do Sul,OLSON,
93,,2.99,Pemalang,,,18.99,,178,122,121,5,15,Punjab,OLVERA,
183,,2.99,Peoria,,,26.99,,180,122,107,4,15,Texas,ORTIZ,
59,,2.99,Pereira,,,13.99,,181,122,76,6,15,Fukushima,OUTLAW,
85,,8.99,Phnom Penh,,,22.99,,183,122,181,5,15,Bretagne,OWENS,
98,,5.99,Pingxiang,,,12.99,,186,123,47,5,15,Tamil Nadu,PAINE,
149,,5.99,Pjatigorsk,,,28.99,,187,123,69,4,15,Saitama,PALMER,
165,,4.99,Plock,,,9.99,,190,123,59,3,15,Buenos Aires,PARKER,
167,,3.99,Po,,,19.99,,193,123,48,7,15,St Thomas,PATTERSON,
39,,0.99,Ponce,,,13.99,,194,124,49,5,15,North West,PAYNE,
63,,4.99,Pontianak,,,25.99,,197,124,102,6,15,Northern,PEARSON,
77,,8.99,Poos de Caldas,,,16.99,,198,124,169,7,15,Bauchi & Gombe,PEMBERTON,
176,,0.99,Portoviejo,,,23.99,,199,125,75,3,15,Ontario,PENA,
187,,4.99,Probolinggo,,,23.99,,200,125,84,3,15,West Java,PEREZ,
9,,3.98,Pudukkottai,,,10.99,,202,125,110,6,15,Punjab,PERKINS,
28,,0,Pune,,,29.99,,205,125,93,5,15,West Bengali,PERRY,
95,,3.99,Purnea (Purnia),,,27.99,,209,126,157,5,16,Guanajuato,PERRYMAN,
139,,2.99,Purwakarta,,,19.99,,210,126,141,4,16,Utrecht,PETERS,
173,,0.99,Pyongyang,,,27.99,,212,126,128,7,16,Sind,PETERSON,
181,,2.99,Qalyub,,,10.99,,215,126,78,7,16,al-Sharqiya,PFEIFFER,
55,,6.99,Qinhuangdao,,,25.99,,217,126,136,7,16,Puerto Plata,PHILLIPS,
150,,7.99,Qomsheh,,,29.99,,219,127,69,7,16,Bihar,PIERCE,
88,,1.99,Quilmes,,,12.99,,220,127,149,6,16,California,PINSON,
94,,7.99,Rae Bareli,,,20.99,,222,128,88,6,16,Tamil Nadu,PITT,
122,,0.99,Rajkot,,,15.99,,224,128,185,7,16,Hubei,POINDEXTER,
187,,0.99,Rampur,,,19.99,,226,128,103,5,16,Sawhaj,PORTER,
30,,2.99,Rancagua,,,21.99,,228,129,141,6,16,Guangdong,POULIN,
73,,3.99,Ranchi,,,29.99,,230,129,84,3,16,Oaxaca,POWELL,
109,,4.99,Richmond Hill,,,23.99,,232,129,49,7,16,Jharkhand,POWER,
140,,4.99,Rio Claro,,,12.99,,233,129,176,3,16,So Paulo,PREWITT,
23,,0.99,Rizhao,,,22.99,,239,129,139,4,16,Komi,PRICE,
77,,2.99,Roanoke,,,23.99,,241,130,95,4,16,Okayama,PULLEN,
111,,5.99,Robamba,,,25.99,,244,130,139,3,16,Nizni Novgorod,PURDY,
169,,0.99,Rockford,,,28.99,,249,130,181,6,16,Chuquisaca,QUALLS,
181,,5.99,Ruse,,,14.99,,250,130,122,4,16,KwaZulu-Natal,QUIGLEY,
4,,2.99,Rustenburg,,,13.99,,251,130,109,7,16,Nampula,QUINTANILLA,
29,,2.99,s-Hertogenbosch,,,22.99,,252,131,68,3,16,Northern Mindanao,RALSTON,
127,,0.99,Saarbrcken,,,28.99,,254,131,151,4,16,Shandong,RAMIREZ,
143,,2.99,Sagamihara,,,21.99,,255,131,105,6,16,British Colombia,RAMOS,
144,,4.99,Saint Louis,,,21.99,,256,131,125,5,16,La Romana,RAPP,
16,,7.99,Saint-Denis,,,24.99,,257,131,65,6,16,Copperbelt,RATCLIFF,
173,,4.99,Sal,,,11.99,,259,132,49,6,16,Lombardia,RAY,
193,,4.99,Salala,,,22.99,,262,132,83,3,16,Maharashtra,REA,
200,,6.99,Salamanca,,,11.99,,265,132,100,5,16,Batna,REED,
36,,8.99,Salinas,,,19.99,,266,132,150,5,16,Inner Mongolia,REID,
98,,2.99,Salzburg,,,28.99,,273,133,131,5,17,Rio Grande do Sul,RENNER,
132,,2.99,Sambhal,,,25.99,,275,133,172,3,17,Tartumaa,REYES,
128,,4.99,San Bernardino,,,12.99,,277,133,119,4,17,Buenos Aires,REYNOLDS,
132,,5.99,San Felipe de Puerto Plata,,,29.99,,278,133,84,5,17,West Bengali,RHOADS,
159,,8.99,San Felipe del Progreso,,,12.99,,279,133,160,7,17,Tatarstan,RHODES,
189,,5.99,San Juan Bautista Tuxtepec,,,15.99,,280,134,122,4,17,Baijeri,RICE,
24,,3.99,San Lorenzo,,,17.99,,281,134,178,3,17,Kerman,RICHARDS,
106,,3.99,San Miguel de Tucumn,,,20.99,,282,134,180,6,17,Central Java,RICHARDSON,
122,,1.99,Sanaa,,,11.99,,287,135,103,7,17,Sinaloa,RICKETTS,
181,,8.99,Santa Brbara dOeste,,,18.99,,292,135,167,6,17,Abu Dhabi,RICO,
18,,2.99,Santa F,,,21.99,,293,135,157,5,17,Zulia,RILEY,
32,,8.99,Santa Rosa,,,26.99,,294,135,135,4,17,Michoacn de Ocampo,RINEHART,
44,,2.99,Santiago de Compostela,,,23.99,,296,136,74,4,17,La Paz,RIVERA,
54,,8.99,Santiago de los Caballeros,,,26.99,,299,136,178,3,17,Ziguinchor,ROBB,
99,,0.99,Santo Andr,,,14.99,,301,136,123,3,17,Illinois,ROBERT,
113,,4.99,Sanya,,,17.99,,303,137,78,5,17,Central Java,ROBERTS,
191,,2.99,Sasebo,,,21.99,,304,137,116,4,17,Esfahan,ROBERTSON,
199,,2.99,Satna,,,13.99,,307,138,107,3,17,Caquet,ROBINS,
5,,2.99,Sawhaj,,,17.99,,310,138,59,4,17,Northern Mindanao,ROBINSON,
27,,2.99,Serpuhov,,,20.99,,311,138,63,6,17,Irkutsk,RODRIGUEZ,
60,,5.99,Shahr-e Kord,,,10.99,,312,138,181,6,17,Nova Scotia,RODRIQUEZ,
